ID,Name,canonicalName,GBIF_ID,GBIF_NAME,rank,kingdom,phylum,class_,order,family,genus,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey
kalanchoelanceolata,Kalanchoe lanceolata,Kalanchoe lanceolata,7334272,Kalanchoe lanceolata Pers.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928
kalanchoepaniculata,Kalanchoe paniculata,Kalanchoe paniculata,4199199,Kalanchoe paniculata Harv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928
kalanchoerotundifolia,Kalanchoe rotundifolia,Kalanchoe rotundifolia,7334162,Kalanchoe rotundifolia Haw.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928
kedrostishirtella,Kedrostis hirtella,Kedrostis hirtella,3623786,Kedrostis hirtella Cogn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Kedrostis,6,7707728,220,7224005,6634,7317652
kinixysbelliana,Kinixys belliana,Kinixys belliana,2441686,"Kinixys belliana Gray, 1831",SPECIES,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,1,44,358,793,9618,2441682
kobusellipsiprymnus,Kobus ellipsiprymnus,Kobus ellipsiprymnus,5220160,"Kobus ellipsiprymnus (Ogilby, 1833)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,1,44,359,731,9614,2441094
kobusleche,Kobus leche,Kobus leche,5220162,"Kobus leche Gray, 1850",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,1,44,359,731,9614,2441094
kobusvardonii,Kobus vardonii,Kobus vardonii,5220163,"Kobus vardonii (Livingstone, 1857)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,1,44,359,731,9614,2441094
kyllingaalata,Kyllinga alata,Cyperus alatus,2718788,Cyperus alatus (Nees) F.Muell.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
kyllingaalba,Kyllinga alba,Cyperus controversus,2718919,Cyperus controversus (Steud.) Mattf. & Kük.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
lacertidae,Lacertidae,Lacertidae,5201,Lacertidae,FAMILY,Animalia,Chordata,Reptilia,Squamata,Lacertidae,,1,44,358,715,5201,
lagenariasiceraria,Lagenaria siceraria,Lagenaria siceraria,2874672,Lagenaria siceraria (Molina) Standl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,6,7707728,220,7224005,6634,2874671
lamprotornis,Lamprotornis,Lamprotornis,2489069,"Lamprotornis Temminck, 1820",GENUS,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,1,44,212,729,9350,2489069
lamprotornisaustralis,Lamprotornis australis,Lamprotornis australis,2489070,"Lamprotornis australis (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,1,44,212,729,9350,2489069
lamprotornisnitens,Lamprotornis nitens,Lamprotornis nitens,2489073,"Lamprotornis nitens (Linnaeus, 1766)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,1,44,212,729,9350,2489069
lampyridae,Lampyridae,Lampyridae,4737,Lampyridae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,,1,54,216,1470,4737,
laniariusatrococcineus,Laniarius atrococcineus,Laniarius atrococcineus,2484863,"Laniarius atrococcineus (Burchell, 1822)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Laniarius,1,44,212,729,5250,2484859
laniuscollaris,Lanius collaris,Lanius collaris,2492863,"Lanius collaris Linnaeus, 1766",SPECIES,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,1,44,212,729,9315,2483315
laniusminor,Lanius minor,Lanius minor,2492854,"Lanius minor Gmelin, 1788",SPECIES,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,1,44,212,729,9315,2483315
lanneadiscolor,Lannea discolor,Lannea discolor,3661097,Lannea discolor Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,6,7707728,220,933,2398,7321650
lantanarugosa,Lantana rugosa,Lantana rugosa,7658661,Lantana rugosa Thunb.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,6,7707728,220,408,6689,2925302
lasiocampidae,Lasiocampidae,Lasiocampidae,3530,Lasiocampidae,FAMILY,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,,1,54,216,797,3530,
lebeckialinearifolia,Lebeckia linearifolia,Lebeckia linearifolia,2956812,Lebeckia linearifolia E.Mey.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lebeckia,6,7707728,220,1370,5386,2956783
ledebouria,Ledebouria,Ledebouria,8293484,Ledebouria Roth,GENUS,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,6,7707728,196,1169,7683,8293484
ledebouriamarginata,Ledebouria marginata,Ledebouria marginata,2773813,Ledebouria marginata (Baker) Jessop,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,6,7707728,196,1169,7683,8293484
lemniscomysrosalia,Lemniscomys rosalia,Lemniscomys rosalia,2438201,"Lemniscomys rosalia (Thomas, 1904)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,1,44,359,1459,5510,2438199
leonotismicrophylla,Leonotis microphylla,Leonotis ocymifolia schinzii,3890311,Leonotis ocymifolia var. schinzii (Gürke) M.Iwarsson,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,6,7707728,220,408,2497,2926904
lepidoptera,Lepidoptera,Lepidoptera,797,Lepidoptera,ORDER,Animalia,Arthropoda,Insecta,Lepidoptera,,,1,54,216,797,,
leptailurusserval,Leptailurus serval,Leptailurus serval,2435172,"Leptailurus serval (Schreber, 1776)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,1,44,359,732,9703,2435171
leptoptiloscrumeniferus,Leptoptilos crumeniferus,Leptoptilos crumeniferus,2481946,"Leptoptilos crumeniferus (Lesson, 1831)",SPECIES,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,1,44,212,839,9289,2481944
leptotyphlops,Leptotyphlops,Leptotyphlops,9076857,"Leptotyphlops Fitzinger, 1843",GENUS,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,1,44,358,715,6931,9076857
lepuscapensis,Lepus capensis,Lepus capensis,2436736,"Lepus capensis Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,1,44,359,785,9379,2436691
lepuseuropaeus,Lepus europaeus,Lepus europaeus,7952072,"Lepus europaeus Pallas, 1778",SPECIES,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,1,44,359,785,9379,2436691
lepussaxatilis,Lepus saxatilis,Lepus saxatilis,2436775,"Lepus saxatilis F.Cuvier, 1823",SPECIES,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,1,44,359,785,9379,2436691
leucasmartinicensis,Leucas martinicensis,Leucas martinicensis,7775217,Leucas martinicensis (Jacq.) R.Br.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,6,7707728,220,408,2497,2927112
lippiajavanica,Lippia javanica,Lippia javanica,4086664,Lippia javanica Spreng.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,6,7707728,220,408,6689,2925383
lippiascaberrima,Lippia scaberrima,Lippia scaberrima,4084203,Lippia scaberrima Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,6,7707728,220,408,6689,2925383
locustamigratoriamigratorioides,Locusta migratoria migratorioides,Locusta migratoria migratorioides,5099388,"Locusta migratoria migratorioides (Reiche, L.J. & Fairmaire, 1849)",SUBSPECIES,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,1,54,216,1458,9394,1687259
locustanapardalina,Locustana pardalina,Locustana pardalina,1713749,"Locustana pardalina (F.Walker, 1870)",SPECIES,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locustana,1,54,216,1458,9394,1713748
lonchocarpusnelsii,Lonchocarpus nelsii,Lonchocarpus nelsii,2969055,Lonchocarpus nelsii Schinz ex Heering & Grimme,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,6,7707728,220,1370,5386,2968975
lophotisruficrista,Lophotis ruficrista,Lophotis ruficrista,2474882,"Lophotis ruficrista (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Otidiformes,Otididae,Lophotis,1,44,212,8708973,9610,2474879
loxodontaafricana,Loxodonta africana,Loxodonta africana,2435350,"Loxodonta africana (Blumenbach, 1797)",SPECIES,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,1,44,359,799,9427,2435348
lycaonpictus,Lycaon pictus,Lycaon pictus,5219317,"Lycaon pictus (Temminck, 1820)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,1,44,359,732,9701,2434544
lycidae,Lycidae,Lycidae,7836,Lycidae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,,1,54,216,1470,7836,
lyciumbosciifolium,Lycium bosciifolium,Lycium bosciifolium,3798235,Lycium bosciifolium Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,6,7707728,220,1176,7717,2928808
lycosa,Lycosa,,,,,,,,,,,,,,,,
mabouyapunctatissima,Mabouya punctatissima,Trachylepis punctatissima,5225357,"Trachylepis punctatissima (Smith, 1849)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,1,44,358,715,9115,3240904
macronousgularis,Macronous gularis,Macronus gularis,6100835,"Macronus gularis (Horsfield, 1822)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Timaliidae,Macronus,1,44,212,729,3241609,7631635
macroscelidesproboscideus,Macroscelides proboscideus,Macroscelides proboscideus,2440869,"Macroscelides proboscideus (Shaw, 1800)",SPECIES,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,1,44,359,1453,9391,2440868
macrotermes,Macrotermes,Macrotermes,4803134,"Macrotermes Holmgren, 1909",GENUS,Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Macrotermes,1,54,216,800,4355,4803134
madoquakirkii,Madoqua kirkii,Madoqua kirkii,2441001,"Madoqua kirkii (Günther, 1880)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,1,44,359,731,9614,2440999
maeruaangolensis,Maerua angolensis,Maerua angolensis,7273321,Maerua angolensis DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Maerua,6,7707728,220,7225535,3111,6370546
manistemminckii,Manis temminckii,Manis temminckii,5219630,"Manis temminckii Smuts, 1832",SPECIES,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,1,44,359,796,5480,2437177
mantodea,Mantodea,Mantodea,788,Mantodea,ORDER,Animalia,Arthropoda,Insecta,Mantodea,,,1,54,216,788,,
mariscuschersinus,Mariscus chersinus,Cyperus chersinus,2715419,Cyperus chersinus (N.E.Br.) Kük.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
megachile,Megachile,Megachile,1335011,"Megachile Latreille, 1802",GENUS,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,1,54,216,1457,7911,1335011
melhaniaacuminata,Melhania acuminata,Melhania acuminata,3672052,Melhania acuminata Mast.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melhania,6,7707728,220,941,6685,7322897
melieraxcanorus,Melierax canorus,Melierax canorus,2480730,"Melierax canorus (Thunberg, 1799)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Melierax,1,44,212,7191147,2877,2480729
melinisrepens,Melinis repens,Melinis repens,2702504,Melinis repens (Willd.) Zizka,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melinis,6,7707728,196,1369,3073,2702502
mellivoracapensis,Mellivora capensis,Mellivora capensis,2433695,"Mellivora capensis (Schreber, 1776)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,1,44,359,732,5307,2433694
meloidae,Meloidae,Meloidae,4742,Meloidae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,,1,54,216,1470,4742,
melolonthinae,Melolonthinae,,,,,,,,,,,,,,,,
meropshirundineus,Merops hirundineus,Merops hirundineus,2475434,"Merops hirundineus A.A.H.Lichtenstein, 1793",SPECIES,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,1,44,212,1447,9320,2475391
micronisusgabar,Micronisus gabar,Micronisus gabar,5788495,"Micronisus gabar (Daudin, 1800)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Micronisus,1,44,212,7191147,2877,4850111
milvusaegyptius,Milvus aegyptius,Milvus aegyptius,5788522,"Milvus aegyptius (Gmelin, 1788)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,1,44,212,7191147,2877,5229166
milvusmigrans,Milvus migrans,Milvus migrans,5229167,"Milvus migrans (Boddaert, 1783)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,1,44,212,7191147,2877,5229166
mimusopszeyheri,Mimusops zeyheri,Mimusops zeyheri,2883759,Mimusops zeyheri Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Mimusops,6,7707728,220,1353,8802,2883690
miniopterusschreibersi,Miniopterus schreibersi,Miniopterus schreibersii,9796816,"Miniopterus schreibersii (Kuhl, 1817)",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,1,44,359,734,7456382,2432501
mirafra,Mirafra,Mirafra,2490574,"Mirafra Horsfield, 1821",GENUS,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Mirafra,1,44,212,729,7211,2490574
mirafrasabota,Mirafra sabota,Calendulauda sabota,7340954,"Calendulauda sabota (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Calendulauda,1,44,212,729,7211,7340918
momordicabalsamina,Momordica balsamina,Momordica balsamina,2874582,Momordica balsamina L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,6,7707728,220,7224005,6634,2874578
monechmafoliosum,Monechma foliosum,Justicia foliosa,8071714,Justicia foliosa Jacq. ex Steud.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,6,7707728,220,408,2393,2904597
monechmagenistifolium,Monechma genistifolium,Justicia genistifolia,3769028,Justicia genistifolia Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,6,7707728,220,408,2393,2904597
monechmaincanum,Monechma incanum,Justicia incana,3770548,Justicia incana T.Anderson,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,6,7707728,220,408,2393,2904597
monopeltis,Monopeltis,Monopeltis,2473220,"Monopeltis Smith, 1848",GENUS,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Monopeltis,1,44,358,715,5682,2473220
montagnea,Montagnea,,,,,,,,,,,,,,,,
monticolarupestris,Monticola rupestris,Monticola rupestris,5231002,"Monticola rupestris (Vieillot, 1818)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Monticola,1,44,212,729,9322,8156917
motacillacapensis,Motacilla capensis,Motacilla capensis,2490296,"Motacilla capensis Linnaeus, 1766",SPECIES,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,1,44,212,729,5257,2490295
munduleasericea,Mundulea sericea,Mundulea sericea,2933885,Mundulea sericea (Willd.) A.Chev.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mundulea,6,7707728,220,1370,5386,2933866
mungosmungo,Mungos mungo,Mungos mungo,5219080,"Mungos mungo (Gmelin, 1788)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos,1,44,359,732,9678,2434130
mus,Mus,,,,,,,,,,,,,,,,
musindutus,Mus indutus,Zyzomys argurus,2439331,"Zyzomys argurus (Thomas, 1889)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,1,44,359,1459,5510,2439326
mylabris,Mylabris,Mylabris,8092042,"Mylabris Fabricius, 1775",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Mylabris,1,54,216,1470,4742,8092042
myrmecocichlaformicivora,Myrmecocichla formicivora,Myrmecocichla formicivora,2492697,"Myrmecocichla formicivora (Wilkes, 1817)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myrmecocichla,1,44,212,729,9322,2492691
myrmeleonquinquemaculatus,Myrmeleon quinquemaculatus,Myrmeleon quinquemaculatus,2100430,"Myrmeleon quinquemaculatus Hagen, 1853",SPECIES,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Myrmeleon,1,54,216,1501,5471,2100347
myrmeleontidae,Myrmeleontidae,Myrmeleontidae,5471,Myrmeleontidae,FAMILY,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,1,54,216,1501,5471,
najahaje,Naja haje,Naja haje,2470411,"Naja haje (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,1,44,358,715,9455,8965840
najanigricollis,Naja nigricollis,,,,,,,,,,,,,,,,
najanivea,Naja nivea,Naja nivea,2470423,"Naja nivea (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,1,44,358,715,9455,8965840
necrosyrtesmonachus,Necrosyrtes monachus,Necrosyrtes monachus,2480715,"Necrosyrtes monachus (Temminck, 1823)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes,1,44,212,7191147,2877,2480714
nectariniaamethystina,Nectarinia amethystina,Chalcomitra amethystina,7340881,"Chalcomitra amethystina (Shaw, 1812)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,1,44,212,729,5259,7340859
nectariniamariquensis,Nectarinia mariquensis,Cinnyris mariquensis,7340700,"Cinnyris mariquensis A.Smith, 1836",SPECIES,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,1,44,212,729,5259,6087249
nectariniidae,Nectariniidae,Nectariniidae,5259,Nectariniidae,FAMILY,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,,1,44,212,729,5259,
neophronpercnopterus,Neophron percnopterus,Neophron perenopterus,4966730,"Neophron perenopterus (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,1,44,212,7191147,2877,2480695
neorautaneniaamboensis,Neorautanenia amboensis,Neorautanenia amboensis,2971178,Neorautanenia amboensis Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neorautanenia,6,7707728,220,1370,5386,2971169
neotragusmoschatus,Neotragus moschatus,Neotragus moschatus,2441071,"Neotragus moschatus (Von Dueben, 1846)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,1,44,359,731,9614,2441070
nepidae,Nepidae,Nepidae,7892,Nepidae,FAMILY,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,,1,54,216,809,7892,
nerinelaticoma,Nerine laticoma,Nerine laticoma,5326920,Nerine laticoma T.Durand & Schinz,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Nerine,6,7707728,196,1169,7682,2860435
nidorellaresedifolia,Nidorella resedifolia,Nidorella resedifolia,3117464,Nidorella resedifolia DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nidorella,6,7707728,220,414,3065,3117462
nilausafer,Nilaus afer,Nilaus afer,2484835,"Nilaus afer (Latham, 1802)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Nilaus,1,44,212,729,5250,2484834
nomadacrisseptemfasciata,Nomadacris septemfasciata,Nomadacris septemfasciata,1707143,"Nomadacris septemfasciata (Serville, 1838)",SPECIES,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Nomadacris,1,54,216,1458,9394,1707142
nomia,Nomia,Nomia,1351093,"Nomia Latreille, 1804",GENUS,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Nomia,1,54,216,1457,7908,1351093
numidameleagris,Numida meleagris,Numida meleagris,2473341,"Numida meleagris (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Galliformes,Numididae,Numida,1,44,212,723,5260,2473340
nycteristhebaica,Nycteris thebaica,Nycteris thebaica,5218614,"Nycteris thebaica E.Geoffroy, 1818",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Nycteridae,Nycteris,1,44,359,734,5448,2432739
ochnapulchra,Ochna pulchra,Ochna pulchra,3694581,Ochna pulchra Hook.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Ochna,6,7707728,220,1414,6642,3189675
oenacapensis,Oena capensis,Oena capensis,2495342,"Oena capensis (Linnaeus, 1766)",SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Oena,1,44,212,1446,5233,2495341
oenanthepileata,Oenanthe pileata,Oenanthe pileata,5231249,"Oenanthe pileata (Gmelin, 1789)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,1,44,212,729,9322,2492483
oleaeuropaeaafricana,Olea europaea africana,Olea europaea cuspidata,5830157,Olea europaea subsp. cuspidata (Wall. & G.Don) Cif.,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,6,7707728,220,408,6652,3172244
olenecamptus,Olenecamptus,Olenecamptus,1105270,"Olenecamptus Chevrolat, 1835",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Olenecamptus,1,54,216,1470,5602,1105270
omorgus,Omorgus,Omorgus,1094877,"Omorgus Erichson, 1847",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Trogidae,Omorgus,1,54,216,1470,5839,1094877
onychognathusmorio,Onychognathus morio,Onychognathus morio,5230739,"Onychognathus morio (Linnaeus, 1766)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Onychognathus,1,44,212,729,9350,2488984
onychognathusnabouroup,Onychognathus nabouroup,Onychognathus nabouroup,5230735,"Onychognathus nabouroup (Daudin, 1800)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Onychognathus,1,44,212,729,9350,2488984
orbeopsisknobelii,Orbeopsis knobelii,Ceropegia knobelii,9424768,Ceropegia knobelii (E.Phillips) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
oreotragusoreotragus,Oreotragus oreotragus,Oreotragus oreotragus,2441044,"Oreotragus oreotragus (Zimmermann, 1783)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,1,44,359,731,9614,2441043
ornithogalumlongibracteatum,Ornithogalum longibracteatum,Albuca bracteata,3647605,Albuca bracteata (Thunb.) J.C.Manning & Goldblatt,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Albuca,6,7707728,196,1169,7683,2772295
orycteropusafer,Orycteropus afer,Orycteropus afer,5218416,"Orycteropus afer (Pallas, 1766)",SPECIES,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,1,44,359,804,9470,5218415
oryxgazella,Oryx gazella,Oryx gazella,5220166,"Oryx gazella (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,1,44,359,731,9614,2441123
osyrislanceolata,Osyris lanceolata,Osyris lanceolata,3788959,Osyris lanceolata Hochst. & Steud.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Osyris,6,7707728,220,934,6661,7265227
otocyonmegalotis,Otocyon megalotis,Otocyon megalotis,2434349,"Otocyon megalotis (Desmarest, 1822)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Otocyon,1,44,359,732,9701,2434348
otolemurcrassicaudatus,Otolemur crassicaudatus,Otolemur crassicaudatus,8978926,"Otolemur crassicaudatus (É.Geoffroy Saint-Hilaire, 1812)",SPECIES,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1,44,359,798,3239554,2436509
otomysangoniensis,Otomys angoniensis,Otomys angoniensis,5219872,"Otomys angoniensis Wroughton, 1906",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,1,44,359,1459,5510,2439103
otopteraburchellii,Otoptera burchellii,Otoptera burchellii,2947757,Otoptera burchellii DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Otoptera,6,7707728,220,1370,5386,2947756
otusleucotis,Otus leucotis,Ptilopsis leucotis,5232239,"Ptilopsis leucotis (Temminck, 1820)",SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ptilopsis,1,44,212,1450,9348,2497650
ourebiaourebi,Ourebia ourebi,Ourebia ourebi,2441135,"Ourebia ourebi (Zimmermann, 1783)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,1,44,359,731,9614,2441134
ovisaries,Ovis aries,Ovis aries,2441110,"Ovis aries Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,1,44,359,731,9614,9531221
oxaliscorniculata,Oxalis corniculata,Oxalis corniculata,8427624,Oxalis corniculata L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,6,7707728,220,7224021,6697,2891642
oxalislawsonii,Oxalis lawsonii,Oxalis lawsonii,3628100,Oxalis lawsonii F.Bolus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,6,7707728,220,7224021,6697,2891642
oxygonumalatum,Oxygonum alatum,Oxygonum alatum,7291908,Oxygonum alatum Burch.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Oxygonum,6,7707728,220,422,2416,7441486
ozoroapaniculosa,Ozoroa paniculosa,Ozoroa paniculosa,3662765,Ozoroa paniculosa (Sond.) R.Fern. & A.Fern.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Ozoroa,6,7707728,220,933,2398,7321498
pachydactyluscapensis,Pachydactylus capensis,Pachydactylus capensis,5221204,"Pachydactylus capensis (Smith, 1846)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,1,44,358,715,5666,2445496
